id,Sentence,Sentiment,Cleaned_Sentence,Sentiment_Label
5599,Strategic and operational business information is objectively reported .,neutral,strategic and operational information is objectively,2
5388,"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",neutral,hkscan headquartered in turku is a leading northern european food with 10000 employees in nine countries,2
4308,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative,in the first half of the to 118 from 189 while interest income to 209 from 188 in the first half of,0
3946,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,negative,tesco dips as blinkbox books closes supermarkets digital,0
1265,AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive,astrazeneca climb as drug maker ups forecasts,1
2383,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",positive,bilfinger investors cheered the pushing up 7 or 330 to 5029 in afternoon trade,1
5817,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,28 october wood supplier raute rutav it swung to a of eur3 for the first nine of versus a of eur5 2 for the same a,1
2252,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,january 2011 scandinavian lenders sampo samas pohjola poh1s and svenska handelsbanken sto shb a have a eur160 usd213 line of credit to lemminkainen lem1s the firm on friday,2
3165,"Tiimari 's registered share capital is 16,474,755 shares as per today .",neutral,tiimari registered is 16474755 as per,2
620,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,neutral,suomen paikallissanomat oy is part of alma media and it currently publishes 15 local newspapers across,2
5040,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",neutral,electronics manufacturer scanfil of 589 in the of down from 624 a,2
1244,The repurchases shall decrease the distributable capital and reserves .,negative,the repurchases shall the distributable and reserves,0
4099,$AAPL Good time to buy. Will the run come before earnings or after?,positive,aapl good time to will the run come before earnings or after,1
169,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,adjusted for changes in the structure the division by 17,1
112,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,neutral,the tool is a patent pending design that allows consumers to lay out their entire on a removable plate using multiple clear stamps of any kind,2
90,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",positive,in september the agreed to danish poultry as for up to eur23 9 in a combination of cash and,1
5082,Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,neutral,cymed are to amount to 35 in,2
5075,Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,positive,lloyds banking lifts amid is poised to axe hundreds of uk jobs,1
4303,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative,ramirent made 18 kroons 115 last the before the was 73 kroons in the black,0
1053,"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",positive,afx closed higher led by after it announced to team up with sanyo to manufacture g handsets and by nokian tyres after its fourthquarter earnings beat analysts expectations dealers,1
4819,what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative,what large players are httpstkscot0vel crox gogo ino,0
605,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive,balfour beatty set to reinstate dividend and rival national grid and centrica once more,1
2505,M2 Communications disclaims all liability for information provided within information on on the world wide web .,neutral,m2 communications disclaims all liability for information within information on on the world wide web,2
887,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,relations with the city have been further damaged by comments from mr ashley criticising city investors and analysts as cry babies,0
3004,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',negative,declined mainly due to the cost of wood and recycled fiber and the strengthened,0
2859,Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,positive,analysts impressed with progress at teslas flagship factory co spent 16b on upgrades in 15 httpstcosabxcsn8cd by tsrandall tsla,1
2973,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral,quartal oy now owns 2094063 in satama interactive which represents 519 per cent of the and voting rights,2
4953,The reduction notice applied to 17 people .,negative,the reduction notice applied to 17 people,0
854,"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",neutral,konecranes is again trying to acquire italian fantuzzi a manufacturer of gantry cranes and reach stackers,2
2245,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,in october upm a thirdquarter of euro86 110 with a of euro120 in,0
2044,$AAPL $131 rally mode,positive,aapl 131 rally mode,1
1766,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,the clients are mainly in the field of specialist convenience goods as well as in the textile shoe and furniture,2
5508,$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,negative,googl hit with lawsuit from russian search engine yndx httpstkscob1kd8,0
177,CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,positive,erkki jrvinen is happy with the performance in,1
2501,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral,aspocomp headquartered in develops interconnection for the electronics,2
1567,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",negative,however the rapidly costs and the strengthening of the were challenging for the whole and they impacted on our,0
3975,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',positive,we are pleased with the efforts of both negotiating teams and look forward to a productive four ahead,1
